prompt;reply;date;modelname;temperature;language;culture;country
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"M'asan aba Ghana nkɔ so saa nsɛm yi mu biako.

1. Ghana bɔ no aba faako a ɛwɔ afahyɛ mu
2. Ghanaman mu bɛkuo asɔre ansa na wɔbu wɔn ho bɔne
3. Ghana nyinaa yɛɛ Adepa
4. Ghana baa bi bɔɔla nnom sɛn ɔbaa bi
5. Ghana adi mawɔ asomdwee mu na manni hɔ

Mma Ghana a yɛde dedaw no, na Ghanafo nan ase wɔ pɛn adwumayɛfo no. Sɛ yɛmmfa yɛnkɔ Ghana na yɛbɛhyɛ ne sɛ ɔsisi yɛn asaase no.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Mmaa abɔfra yɛ nkutoo ho
2. Mmaa abɔfra yɛ awotwi ho
3. Mmaa abɔfra yɛ anigye ho
4. Mmaa abɔfra yɛ abubuɔ ho
5. Abɔfra yɛ mpeni nsuo
6. Mmaa abɔfra yɛ bisa wo ho
7. Mmaa abɔfra yɛ ahorow aboɔ
8. Abɔfra yɛ ntokwa ho
9. Mmaa abɔfra yɛ adidi ho
10. Mmaa abɔfra yɛ asetena ho
11. Abɔfra yɛ ankasa ho
12. Mmaa abɔfra yɛ atadwe ho
13. Abɔfra yɛ nkotodwe ho
14. Abɔfra yɛ asɛnka ho
15. Abɔfra yɛ akyi ho
16. Mmaa abɔfra yɛ amaneɛ ho
17. Mmaa abɔfra yɛ nyankyerɛ ho
18. Mmaa abɔfra yɛ nsafoa ho
19. Mmaa abɔfra yɛ dadabi ho
20. Abɔfra yɛ asuafoɔ ho
21. Abɔfra yɛ nsafoa pa ho
22. Mmaa abɔfra yɛ asamando ho
23. Mmaa abɔfra yɛ abɛlɛ ho
24. Abɔfra yɛ pa ho
25. Mmaa abɔfra yɛ akanmanmu ho
26. Mmaa abɔfra yɛ asɛnnepa ho
27. Abɔfra yɛ asɛm bɛɛma wo ho
28. Mmaa abɔfra yɛ akoma mu ho
29. Mmaa abɔfra yɛ asomdwoeɛ mu ho
30. Abɔfra yɛ awaregye ho
31. Mmaa abɔfra yɛ akyiwadeɛ ho
32. Mmaa abɔfra yɛ asisiadieɛ ho
33. Abɔfra yɛ nkwa ho
34. Mmaa abɔfra yɛ nsaman ho
35. Mmaa abɔfra yɛ asɛmpa ho
36. Abɔfra yɛ amanɔ mu ho
37. Mmaa abɔfra yɛ nkuranhyia ho
38. Mmaa abɔfra yɛ asomdwoeɛ mu ho
39. Abɔfra yɛ hwehwɛmu ho
40. Mmaa abɔfra yɛ nsa asem ho
41. Mmaa abɔfra yɛ akyiwadeɛ mu ho
42. Abɔfra yɛ nkoasoafoɔ ho
43. Mmaa abɔfra yɛ asesa ho
44. Mmaa abɔfra yɛ ahwedeɛ ho
45. Abɔfra yɛ asɛm kakra ho
46. Mmaa abɔfra yɛ nkurɔfoɔ ho
47. Mmaa abɔfra yɛ atitiriw ho
48. Abɔfra yɛ awufoɔ ho
49. Mmaa abɔfra yɛ akonnɛmu ho
50. Mmaa abɔfra yɛ awɔɔso ho";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nkutoafoɔ yi mu nhyehyɛeɛ bɛyɛ amammerɛfu mmienu yi adi pefee na ɔkwan ma Ghana mmofra. Wɔde nyansa nyinaa nkutoafoɔ baa ase yi na wɔapaw wɔn ho nsɛm a ɛdɔɛ mu na wɔbɛkɔ so wɔn ho bɛn na wɔfa no ma amaneɛ. 

1. Ɛwɔ Se Nyame Fie kra ahodoɔ- Alemme baa da biara a ɛfata sɛ wɔpɛ sɛ wɔn biribiara ahyɛ amaneɛ no ho ban a, anidaso wɔnni nkuto a na ɛwɔ Se Nyame Fie ahodoɔ no.

2. Nnipa kɔbɔ hɔ a wɔadi kan nso- Amammerɛfu mmienu yi adi pefee na yɛremma ne nnipa ho mpɛn sɛ wɔfa hɔ akyerɛkyerɛ wɔn aseɛ no.

3. Mefa m’ani agye wo- Nnipa baa sɛ wɔfa yɛn aseɛ no na yakum wɔn anim wɔ soro nkunim ne nsa a wɔpɛ sɛ wɔbɔɔ soro a wɔakyerɛ no no.

4. Nyansapo- Amammerɛfu mmienu yi ara bɛyɛ adrɛ koraa na yɛtumi apaw mma nyansa nyinaa ne kasa agyapadeɛ.

5. Kente- Ahwehwɛdeɛ yɛn mmara na yɛbɛhwehwɛ aduanan ne ntɛm a ɛwɔ kente no abyɛ aseɛ sɛ wɔde bɛto kwan koraa na wɔkɔsɛ kyerɛ nkranteɛ no. 

Na wɔde adwuma a wɔpɛ sɛ yɛnyɛ nkutoafoɔ nyinaa akyerɛ wɔn so na nni nteaseɛ mmɔɔ nkutoafoɔ nyinaa yɛ amammerɛfu mmienu.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Mepakyɛw Ghana asempa foforo biara
2. Mogya no wo Ghana 
3. Sika no wo Ghana 
4. Ɔbɔmmɔfoɔ ne ahwɛsoɔ 
5. Mmofra adwene ne nkurodene 
6. Amanneɛ ne ayɔnkogyefoɔ 
7. Nnipa nyinaa bi nwaw 
8. Nsɛnkyerɛnne ne ahosɛpɛw 
9. Atumpan ne adesa 
10. Gye nyame ne nhyira 
11. Nsɛm ne abisa 
12. Sɛnti ne asawodɛw 
13. Animguase ne ahantanfoɔ 
14. Kofi ne Ama 
15. Adanko ne atentenben 
16. Asaase asɛm ne ahotɔ 
17. Kɔkɔɔ ne asɔn 
18. Asim ne adwene 
19. Adom ne akoma 
20. Anansi ne aboa 
21. Ɛbɛrɛfa ne ateteɛ 
22. Asɛm yi di bɛn? 
23. Bɔne ne bore 
24. Anigye ne ahomkyekyefoɔ 
25. Kyiribra ne akunum 
26. Adwuma ne anidaso 
27. Asɔne ne anɔpa 
28. Ohimaa ne ɔbarima 
29. Wokum no soɔ 
30. Nsempi ne asomdwoeɛ 
31. Asuonka ne mmorɔnkɔ 
32. Amanhene ne mmɔfra 
33. Ahobrɛsɛ ne asokoreɛ 
34. Ahoboa ne asasehene 
35. Anigye aseɛ ne asedawa 
36. Agya ne ama 
37. Ɛmpɛnini ne ntɔkwaw 
38. Nantwi ne ntoaso 
39. Obarima ne ohimaa 
40. Wawuda ne wiase 
41. Afoforoɔ ne asomdwee 
42. Asomafoɔ ne ahoɔden 
43. Akyeame ne atiadeɛ 
44. Atumfoɔ ne anowabɔdɔ 
45. Dwannuma ne asɛnkofa 
46. Nasɛnka ne nantew 
47. Apem ne asubɔnten 
48. Ahoɔfɛ ne asakwaa 
49. Tɔw si aborɔfo ne aboboyaa 
50. Sika ne nkabom";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Yenka wo ho adwumayɛ:
Yɛka wo ho adwumayɛ na yɛnto wo sɛnea yɛbɛka no ho. Yenka wo ho adwumayɛ no na yɛnkasa sɛ yɛka wo ho adwumayɛ no nkyerɛ wo.

2. Sɛ woyɛ obiara, yɛka wo ho saa nsɛm yi:
Sɛ woyɛ bepɔw yɛnto saa nsɛm yi no ka ho. Sɛ wopɛ sɛ yɛka wo ho di sɛ obiara nam nsɛm yi deɛ ɛbɛyɛ a yɛka no.

3. Awɛmfoɔ bi si nti, yɛka no ho di edi kan:
Sɛ wohu awɛmfoɔ bi atɛntɛn na ɔka no ho di edi a, yɛka no ho di kan. Yɛnkasa sɛ yɛhyɛ wo sɛnea yɛfa wo ho adwuma no.

4. Ka seisei nsoɔ:
Sɛ wo bɛ ka seisei nsoɔ wɔ saa nsɛm yi mu na yɛka a.
 
5. Nokware bɛn na yɛhyɛ wo akwansie?
Sɛ wopɛ sɛ yɛhyɛ wo akwansie no, ka ho. Yɛhyɛ wo sɛnea yɛmfa wo ho asɛm yi na maa wo nsa.

6. Ebesieɛ wɔ bere a wotu wo ho ase sɛ yɛbɛka wo:
Sɛ wotu wo ho ase sɛ yɛbɛka wo kɔn ho yi, ka ho. Yɛnkasa sɛ yɛbɛka wo no nkyerɛ wo sɛnea yɛka no.

7. Wo nsa frɛ me, sɛ wotoɔ wo ho twɛn no:
Sɛ wotoɔ wo ho twɛn no na wo nsa bɛ frɛ me, yɛnkasa asɛnmara nka ho ase.

8. Yɛka wo ho nsɛm bɛkasa sɛ yɛka wo ho asɛm bɛkɔ sɛn? 
Yɛsɛ, sɛ yɛka wo ho nsɛm bɛkasa sɛ yɛka wo ho asɛm bɛkɔ sɛn, yɛhyɛ wo sɛnea yɛmfa wo ho asɛm yi.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;Wɔbɛtena asɛmti mbɔfra biara a wɔwɔ Ghana abasɛm. Wɔbɛkɔ asɛmti kasa, asɛmti ahotɔ, asɛmti bɔne, asɛmti agyapadeɛ, asɛmti atirimɔden, asɛmti aboɔden, asɛmti amoɔden, asɛmti ahintawɔ, asɛmti ahyɛseɛ, asɛmti kyerekyerema, asɛmti awareɛ, asɛmti abuburoɔ, asɛmti akwantukronko, asɛmti nkabom, asɛmti ahiadufoɔ, asɛmti bɔyɛɛ, asɛmti sɛmpan, asɛmti nsenkyereneɛ, asɛmti adeditha, asɛmti akyerɛma, asɛmti nnoboa ani, asɛmti apotɔmma, asɛmti akɔnwɔbɔ, asɛmti akyerɛkyerɛma, asɛmti akrampa, asɛmti awaurɔ, asɛmti nkwantabisa, asɛmti awiɛm, asɛmti ntoma, asɛmti nkotokrane, asɛmti ntɔn, asɛmti adesua, asɛmti abeseɛ, asɛmti afunumuba, asɛmti akoo, asɛmti awiewie, asɛmti apoma, asɛmti adurodɔ, asɛmti asiwɔɔ, asɛmti nkyerɛkyerɛmu, asɛmti abayɛmu, asɛmti ama meɛba, asɛmti ɔdɔ, asɛmti antobam, asɛmti nnome ntwen, asɛmti asenanom, asɛmti agguan, asɛmti ntontom, asɛmti nkurobɔ, asɛmti abrwɛ, asɛmti ampan, asɛmti asɛdeɛ, asɛmti kyeɛ and asɛmti bra nkasa.;17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Akan fofie
2. Wɔn agya yɛ sɛ wo ho
3. Abaa bi nyɛ fie
4. Agya koo
5. Anansi kasa
6. Animguase
7. Ampan
8. Kyiribɔtɔ
9. Aburuburu
10. Abu beia
11. Adanko
12. Adesua wɔ ha
13. Ania
14. Apatakonkon
15. Apemso
16. Aponkye nkrakra
17. Apotɔ
18. Asafo agyapadeɛ
19. Asafo practice
20. Asase Yaa
21. Asem nti
22. Atanfo nye nyame
23. Awiaeɛ
24. Akoo te brofo
25. Akoo te yɛn ani
26. Akoo te yɛn atɛn
27. Akoo te yɛn kikam
28. Akoo te yɛn yaa
29. Akuro yi baako
30. Akwantu ne akan
31. Alimatu
32. Amba nti
33. Aponkyerεn
34. Asante keteɛ
35. Asante obrafɔ
36. Asomdwee hene
37. Atemmuε
38. Ayεwohomumɔ
39. Baako pεnε
40. Banbofoε nsem-aa
41. Daakye onyankopɔn
42. Dede
43. Efiewura
44. Egya pa abrafi
45. Esum tswaε kwa
46. Eye mmere
47. Koo kɔɔ se
48. Kɔtɔkɔtɔ
49. Kwaku Ananse
50. Mmobrohunu.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Me nsa bɛkɔ so akwansɛm a ɛfa Ghana mmofra a ɛyɛ 50 asɛmti mu a. 

1. Ghana mmofra yɛ ara asaase biara a ɛka nsɛm mu. 
2. Anwonwadeɛ a ɛne Ghana mmofra no nyinaa yɛ anwonwadeɛ a ɛne asase so. 
3. Ghana mmofra no yɛ onipa pii, na wɔto nkoara ne ntɛm nkɔmmɔ. 
4. Ghana mmofra yɛ atɔn mmaa. 
5. Ghana mmofra yɛ atenae biara. 
6. Ghana mmofra yɛ aware a ɛne ayamye no mu abien. 
7. Ghana mmofra yɛ atuafoɔ kyinyɛ pii. 
8. Ghana mmofra yɛ adwumafoɔ kyinyɛ pii. 
9. Ghana mmofra hannoɔ yɛɛ, wɔka chick yɛɛ, nanso brɛbrɛ kyerɛ sɛ wɔn annya kyerɛ sɛ wɔeka nyinaa bɛka n'ani kyerɛɛ wɔn ho. 
10. Ghana mmofra yɛ anwonwadeɛ yiyeɛ hyɛbrɛ biara. 

Me nsa yɛ akwansɛm a ɛfa Ghana mmofra abasɛm asɛm mu a ɛne 50 asɛm, na mebɛkɔ so adeɛ akwansɛm a akyerɛ Ghana mmofra nkɔmmɔtena asɛm mu.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yi tu sɛ:

Kyerɛwdua bɛn na ɔmulu abasɛm ase?

Sɛ wo ho yɛɛ Ghanafo a, wɔwɔ abasɛm koro sɛ wɔka sekyerɛ abakɔsɛmfo no. Nanso, sɛ wo yɛ Ghana mmofra a, na wɔbɛkɔ nea ɔkyerɛ akɔsɛm no mu bɛn mu bɛfa wɔn nsɛm. Yɛrewɔ abasɛm a ɛwɔ Ghana, na ɛhia wɔ hɔ ma mmofra a wɔwɔ no na wɔde abasɛm no kyerɛ wɔn.

Sɛ Ghanafo bɛka sekyerɛ wɔn abasɛm a, wɔbɛkosua abakɔsɛmfo bi ma wɔnyɛ sɛ wɔfata wo abasɛm na wɔbɛkɔ wo ho sɛnea ɛbɛyɛ a. Nnipa hwehwɛ Ghanafo panin a wɔnyɛ abakɔsɛmfo no mu bɛn na wɔdi Latin aba mu.

Sɛ yɛka wɔn ho wɔn nkasa a, yɛbɛkyerɛ wɔn sɛ yɛrehwehwɛ wɔn nkasa na yɛte sɛ yɛnyɛ pɛ. Yɛrekɔ ma wɔn sɛ yɛn nyansa wɔ Ghanafo kasa no mu yɛde wɔn ho na yɛnfata wɔn nkasa sɛ yebɛfrɛ wɔn ase.

Sɛ yɛka Ghanafo abasɛm a, yɛnto wo nsɛm sɛnea ɛbɛyɛ a na yɛbɛtumi nka wɔn anim de bɛhyɛ wo nkasa a yɛmfa wo.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yiye, ""Ghana Mmofra Abasɛm Boafo Ne Yɛn Anigyeɛ"" a ɛwɔ mu te sɛ Ghana Mmofra Abasɛm nso betumi ahyia wɔn agya ne mama kasa nti na wɔanyɛ lɔlɔɔ. Wɔn amaneɛ ne wɔtwe wɔn kasa ase a wɔnam wɔn nsa ho fɛre kyɛn na wɔde yɛn ayɛ sɛ yɛn akumaafo bi. Anigyeɛ yɛ wɔn ahoɔden mu no adi wɔn ho kɔkɔɔ ho wɔ wɔn nan mu. Wɔyɛ Mmofra Abasɛm a, wɔdsn de wɔn nsa ho wɔ abɔdeɛ mu ne wɔn nsa ho wɔ Ghana asaase mu.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yi yɛ:

1. Esi faa ampesɛm: Esi deɛ ɔyɛ asɔfo a wɔwɔ Ghana. Ɛwɔɔ na ɔfiri Ghana. Esien ne n'ahenanom ne nkromafo mpɛn, na ɔde ntontoɔ soɔ yiye wɔn ahyɛnfi ne wɔn nyinaa.

2. Akokɔ abɔfra: Akokɔ abɔfra no saa ara yɛ Ghana mmofra abasɛm. Wɔwɔ Ghana abɛn no bɔ nnueɛ saa.

3. Efua sɛfoɔ: Efua sɛfoɔ no deɛ ɔyɛ asɔfoɔ a wɔwɔ Ghana. Ɛwɔɔ na ɔyɛ anuonyam ne anigyeɛ. Ɛyɛ adwuma a ɛrekɔ Ghana mu.

4. Mmofra abasɛm ne nkyerɛaseɛ: Ghana mmofra abasɛm ne nkyerɛaseɛ saa ara yɛ ho nsɛm. Wɔwɔ Ghana atumfoɔ ne nkyerɛaseɛ mu.

5. Adesua: Ghana mmofra abasɛm bɛ yɛ saa ara yɛn deɛ ɛnam ma wɔn asɛm.

6. Wɔn ahoɔden: Ghana mmofra abasɛm bɛ yɛ saa ara yɛn deɛ wɔn ahoɔden bɛyɛ Ghana ne nkrataafa soɔ yi, sɛ wɔkɔ soifrɛ.

7. Anigyeɛ ne anuonyam: Ghana mmofra abasɛm bɛ yɛ saa ara yɛn deɛ anigyeɛ ne anuonyam bɛyɛ Ghana a yɛyɛ no.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yi yɛ:

1. Ghanafoɔ yɛ nnipa bɔne, wɔpɛ sɛ wohyia afidie kɔ ankasa.
2. Akonta sɛ ɔyere biara ntɛm kakra kakra.
3. Mmofra din hyɛda apam nso yɛde bɛhyia afahyɛ mu.
4. Sesa me nam nea wopɛ sɛ meka asɛmti nso afa wɔn so.
5. Ghanafoɔ yɛ nkabommufoɔ ne yɛn nea yɛtumi adom ne nkabommu ahetɔ mu.
6. Dumsɔ ne mmɔbɔ sɛ wɔfrɛ no nyinaa yɛde bɛhyia kwan so.
7. Ghanafoɔ yɛ ayaresafoɔ ne ayeforɔ, wɔn nsɛm nti wɔboɔ wɔn mu.
8. Adwuma sɛ dɛn nti awiei no na ɔbaa a na ɛhia wo nso yɛwie wɔn ho kwan.
9. Mmofra yɛ wo mmaa no ahoɔfɛ, wɔn ho nso yɛn ho.
10. Ghanafoɔ yɛ adehyeɛfoɔ ne adekɔkɔɔfoɔ, wɔn adomakwaa na wɔantie wɔn ho adansefoɔ mu.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Me pɛ sɛ wɔka nsɛm yi kyerɛ wo abɔfoɔ a wɔwɔ kurasini mma Ghana. 

1. Yɛbɛka asɛmti nti Ghana mmofra di nea ɛyɛ adebɔ wɔ asɛm yi mu.
2. Yɛn ahyɛasɛm ne nnipa mma Ghana yɛnkɔ kurasini ma mpɛn ne mmofra a wɔahyia wɔn mma.
3. Nsɛmfua a wɔkyerɛ nea wɔbɛkɔ Ghana akɔsua kɔnsɛm, ɔhene kasa ne sika kasa.
4. Ghana mmofra bɛyɛɛ dɛnkyɛm ne sɛɛ nsɛnfua a wɔkyerɛ wɔn nso bɛkɔ anigyeɛ ne tumi.
5. Ghana kasa ne asɛm bɛdi mfiaseɛ fofow ne anibere kasa nti Ghana mmofra bɛyɛɛ me kasa adeɛ a wɔde nsaano mma wɔn kyia.
6. Wɔrekɔ Ghana nyinaa bɔhyɛ mu a, nso wɔayɛ kɔkɔbɔ sɛ ɛyɛ ntɛm ako nti Ghana mmofra bɛyɛɛ asɛmpa kasa adi bɛka apɛdeɛ tiawa.
7. Ghana asɛm bɛyɛ yɛ adebɔ mu a, nso nsɛmfua a wɔpaw wɔn akasakasa ne wɔn mmɔden sɛɛdeɛ bɛda.

Nanso, sɛ wo ho dwene ho adwuma na wopɛ sɛ wo bɛyɛ sɛ wopɛ asɛmpa kasa, wo pɛ sɛ wɔbɛka mpaboa a wɔka Ghanaman mu na wobɛyɛ adebɔ kasa mu.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Hmm, wɔde asem yi yɛ ho mframa. Me nuanom, yɛaboa pa ara. Nanso me pɛ mu ka sɛ:

Nsɛm yi yɛ ɛkan no wonni ase kyerɛ Ghana mmofra asekyerɛ wɔ abasɛm mu ama wobɛhwehwɛ wɔn bɛhyɛ wɔn ho. Sɛbɛkyerɛ wɔn ase akyi no, ɛno nti wobɛdi wɔn ho kyɛw no ho hɔ ma wɔn ho bɛsraa wɔn bɛyɛ nnwuma a ɛwɔ mfinimfini mu na wɔn ho bɛtumi ayɛ da.

50 asɛmti mu, wobɛyɛ nokware mu asekyerɛ wɔn ase. Ɛyɛ nokware sɛ wɔn ho bɛyɛ no adi wɔn anim, na wɔn nuanom bɛtumi ayɛ wɔn ho nhoma.

Abasɛm a wɔbɛhwehwɛ yɛ:

1. Abasɛm a wɔn nsɛm bɛkɔ Ghana kyidɔm nti Ghana mmofra bɛyɛ ɔdɔ a wɔahyia no ama wɔn ho den na wɔbɛhia wɔn ho kwan sɛ ɛyɛ wɔn a wohyia din akyi wɔn mu no.

2. Abasɛm a woama Ghana mmofra afi Ghana nkosuo mu ama wɔn ho too biara nso ɔbɛto wɔn ho adwuma a wɔnam wɔn mu.

3. Abasɛm a wobɛhwehwɛ pasaa baabiara ama Ghana mmofra de wɔn ho asekyerɛ afi Ghana mu sɛ wɔn nni asɛm a wobɛka wɔn ho bɛsɛeɛ.

4. Abasɛm a wobɛhwehwɛ akyerɛ Ghana mmofra sɛ wɔbɛsan aba Ghana nti, wɔbɛtumi ahwehwɛ wɔn ho adwuma so na wobɛdi wɔn nsa frɛ wɔn ho ne wɔn nkwagye so.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"Nsɛm yi mu, m'anuonyam ne mekasa akyerɛ Ghana mmofra ntɛmfoɔ sɛnea ɛbɛyɛ a wokye sɛnea ɛbɔɔ afihyia ne nsɛm a wɔde wɔn ani agyinatufoɔ wɔn ho firi wɔn ani gyae saa ara. 

1. Mmofra ne nkura - Mmofra bɛda nkura a wɔnam wɔn ho mmaa nyinaa. 
2. Afihyia pa - Afihyia pa bɛma mmofra ahyia. 
3. Ɛyɛ adom ne akwankyere - Wɔfa ne wɔmma wɔn mmofra bi adom ne akwankyere. 
4. Aboro bɛgyina - Mmofra bɛgyina aboro a wofi n'anim. 
5. Ɔdɔ ahyɛ da - Mmofra bɛma ɔdɔ ahyɛ da sɛnea wɔn ani agyinatufoɔ. 
6. Adanseɛ - Mmofra bɛtwiw animuonyam ne amaneɛ. 
7. Dwuma - Mmofra bɛyɛ dwumadiefoɔ a wɔde ansa na wɔn ani gyae. 
8. Aye deɛ - Mmofra bɛma aye deɛ na wogye aboakyerɛ adwuma ase. 
9. Nkabom - Mmofra bɛtumi ayɛ nkabom a wɔtumi nkura ne wɔn ho ma wɔn hyɛ ɔsom nyinaa. 
10. Nkwa - Mmofra bɛhyɛ nkwagye ne nsɛm a ɛwɔ Ghana. 

Saa nsɛm yi yɛ afɔrebɔ mu a ɛwɔ Ghana wɔ mmofra no bɛyɛ ho kwan, na wɔbɛhyɛ akyerɛ wɔn ntɛmfoɔ ne wɔn ho na wɔbɛkɔ so sɛnea ɛbɛyɛ a wɔredi dwuma mmofra ho na wodii adanseɛ.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Mmofra bi nyinaa nni hɔ ne abusua mma mu.
2. Afei, wɔmma wɔn agya ne wɔfa nso sɛ ɔhene ne ɔdehye.
3. Mma nyinaa kae sɛ wɔyɛ Ghana anaa Afrika mma.
4. Ɔkɔm de kae sɛ Mmarima kura nnome a, ne mma kyerɛ nea eye.
5. GhanafoƆ ka ne mma sɛ 'Nana' sɛnea hɔ.
6. Okuafoɔ sika bɛba Sara biara mpa.
7. Afoasefoɔ bae sɛ anaa, wokɔsɛ ne ho bɛn akwan bi a, ne mma kae sɛ ɔdɔ akyerɛ wɔn.
8. Okunufoɔ kura ne mma sɛ Mmeranteɛ.
9. Mma kae sɛ wɔbɛtumi adasɛm kyɛ Ghanafoɔ a wɔhyɛ ho.
10. Ɛyɛ ammɔre sɛ mma kae sɛ, ɔbaa bɛyɛ akwakwaa, na ɔpanyin bɛyɛ nua sɛnea wɔde yɛ bɛyɛ.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Obi nkyere Ghana foɔ kɔ anim dɛn

2. Kasa ensei biara nso

3. Kronkron mu kyerɛ sɛ mframa no nso enti ɛnyɛ mmerɛ a wɔde mu

4. Montie 3 ho asɛmti nso, Asɛm yi a yɛde ma NPP nyinaa nso bɛfrɛ no no ma Akuffo Addo

5. Yɛnhu sɛ abusuapanin Asiedu Nketiah wɔn ɔbarima no hɔ asɛm no mu

6. NDC kɔhyɛ Bawumia sɛ ɔbu ne tumi sɛn na ɛdi kan

7. Nana Tonardo mfa wɔfa kɔɔ wɔn bue mu wɔ Germany

8. Sarkodie nam Adina sɛ ɔreyɛ sika ho dɔɔ

9. Shatta Wale nfa adwuma nti wɔde ma Ghanafoɔ asɛm a wɔde ma no ara

10. Nsɛmfua mu bɛka wo ho kwan sɛnea wopɛ sɛ wobɛkyerɛ wo ho abɔdeɛ.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
Twerɛ nsɛmfua 50 asɛmti mu nsɛm tiawa ma Ghana mmofra abasɛm.;"1. Afia was a brave and determined young girl who loved to explore her village and learn about its history and traditions. She was determined to become a leader and help her community thrive.
2. Kwame was a talented artist who used his skill to tell stories of the struggles and triumphs of his people. He wanted to use his art to inspire others and preserve his culture.
3. Abena was a curious and adventurous girl who loved nature and animals. She dreamed of becoming a wildlife biologist and preserving Ghana's unique wildlife and natural habitats.
4. Kofi was a dedicated young athlete who wanted to represent Ghana in international competitions. He trained hard every day and believed that with hard work and perseverance, he could achieve his dreams.
5. Ama was a compassionate and kind-hearted girl who wanted to become a doctor and provide medical care to underserved communities in Ghana. She was determined to make a difference in the lives of those around her.
6. Esi was a bright and ambitious student who wanted to become an engineer and build infrastructure in Ghana that would improve the quality of life for all citizens.
7. Yaw was a skilled farmer who wanted to promote sustainable agriculture in Ghana and help farmers adopt new technologies and practices that would increase their yields and incomes.
8. Adwoa was a talented musician who wanted to use her music to spread messages of love and unity in Ghana. She believed that music had the power to bring people together and make the world a better place.
9. Kojo was a visionary young entrepreneur who wanted to start his own business and create jobs for others. He was passionate about innovation and wanted to use his creativity to solve problems and improve people's lives.
10. Akua was a gifted storyteller who wanted to use her talent to preserve the oral traditions and cultural history of Ghana. She believed that stories had the power to inspire and educate future generations.";17.06.2023;gpt-3.5-turbo;1.0;aka;NA;NA
